,uri,track,artist,mood,Calm,Energetic,Happy,Sad
853,79KwLv0nWvYay5qFrOLjyx,Katakan,Jaz,Sad,0.22422716,0.04099322,0.04342535,0.6913542
854,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,Energetic,0.10085966,0.42893025,0.35413417,0.11607585
855,43kiDtoYD0nDJYxzQwclpT,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,HONNE,Sad,0.3013739,0.004346215,0.017880004,0.6763999
856,7vmecXQjTtvjV644sS8PUW,Pergi Tak Meninggalkan,Ekhsan,Sad,0.24449661,0.008963419,0.014214072,0.7323258
857,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,Calm,0.5044773,0.029581985,0.017329369,0.44861132
858,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick L,Energetic,0.11565917,0.5093781,0.2774032,0.09755946
859,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Doja Cat,Energetic,0.040570382,0.6036339,0.32981682,0.025978891
860,1IbpTcFDHRD87cGQOhVCDP,KILLING ME,iKON,Sad,0.23774683,0.16804796,0.2712295,0.32297575
861,7HBW6yX8iRf81nn6NVOzHL,Putus Atau Terus,Judika,Sad,0.29188204,0.0037530959,0.013737161,0.69062763
862,6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in re,Calm,0.40684602,0.1770795,0.10603758,0.31003696
863,3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,Billie Eil,Calm,0.5794199,0.04799548,0.027440868,0.34514377
864,1JFs42bUNxi8Mcxnvfn3pp,Pergi Menjauh,Marion Jol,Sad,0.30241245,0.024095839,0.025306942,0.6481848
865,0TuttExCt1JaKvrX2DvIXU,NEMEN,Sasya Arkh,Sad,0.18438898,0.11136345,0.1436171,0.56063056
866,0z3ZZ2JKusRpapstADTxVf,Dive Into You,NCT DREAM,Happy,0.10297239,0.2766403,0.54260004,0.07778727
867,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila Cab,Energetic,0.09335346,0.5611944,0.15337403,0.1920781
868,3YQNAI3ZI2Ss3A9fWXx8jQ,Rungkad,Happy Asma,Happy,0.14715528,0.10234256,0.43861395,0.31188822
869,3b5Li4QKDVBx1x7fQuu54a,Tired,Alan Walke,Energetic,0.028561158,0.55638194,0.3775999,0.037457023
870,7hUIyCWlieYBICMoa3SynY,Memulai Kembali,Monita Tah,Sad,0.41661403,0.012157271,0.13868763,0.4325411
871,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,Shawn Mend,Energetic,0.23489453,0.5483804,0.14362635,0.0730987
872,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Mon,Happy,0.17086262,0.25397143,0.34438744,0.23077841
873,2TeLIzFBe3hxkPR5FIQZut,Like I Can,Sam Smith,Happy,0.19093645,0.20570017,0.35740224,0.24596107
874,51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFI,Energetic,0.04929799,0.63957864,0.25724193,0.05388132
875,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,Ed Sheeran,Energetic,0.024792481,0.568066,0.3581927,0.048948754
876,4387TltnnL2gMSYdr4UPhG,Cinta Begini,Tangga,Sad,0.19421071,0.0144450795,0.016807519,0.77453667
877,6SpPr7K4YQ2wp8jU6uOTmQ,Queendom,Red Velvet,Energetic,0.037760958,0.5444872,0.36773276,0.050018944
878,4dktFmzKGYhtLGidhO4BDe,Rekah,Brisia Jod,Sad,0.11197536,0.061154995,0.040113073,0.7867565
879,2MOoIbJWIYikwIXjBDe26i,Paris in the Rain,Lauv,Sad,0.31753612,0.012631878,0.08222097,0.5876111
880,5HaYRuf3zAfCb8RSO9LLea,Child,MARK,Energetic,0.06297418,0.5230054,0.35362616,0.060394123
881,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,Sad,0.28890273,0.0819762,0.24050534,0.38861567
882,0ug5NqcwcFR2xrfTkc7k8e,Style,Taylor Swi,Energetic,0.033527475,0.46843106,0.45592147,0.042119954
883,7p0buX4yhbZxCnq7Bou2Yq,Di Sepertiga Malam,Rey Mbayan,Sad,0.121382214,0.04301796,0.057682585,0.7779172
884,4bdJHQp90ymjEIkkYhcENB,Dat $tick,Rich Brian,Energetic,0.2676453,0.37696058,0.10907091,0.24632314
885,3WfaJhCL4p2JbdffJjV6Va,La Vie en Rose,IZ*ONE,Happy,0.02079422,0.4265641,0.5277282,0.024913551
886,1oen3GpTcA486fTHaT7neg,FOREVER 1,Girls' Gen,Energetic,0.024293667,0.73872656,0.18124603,0.055733718
887,7hMW54xnFEPdmVy4nBHp9H,Satu Kali,Tulus,Happy,0.0908207,0.3342241,0.36459824,0.21035685
888,69xohKu8C1fsflYAiSNbwM,Run BTS,BTS,Happy,0.037421644,0.31937155,0.62435585,0.018850911
889,16kiuKjacDC4bFX9flnLA6,Penantian Berharga,Rizky Febi,Happy,0.2450235,0.05335119,0.41691026,0.2847151
890,4eumFsTnduH3zRfaASoAPs,My Everything,Ariana Gra,Sad,0.36534756,0.006512166,0.027816558,0.60032374
891,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,Energetic,0.35402286,0.4705166,0.09521215,0.08024838
892,1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X,Energetic,0.033246722,0.5332953,0.39297375,0.040484138
893,3AdEZRmsa3zviTr2Whx3zI,Nala,Tulus,Sad,0.3727326,0.007915037,0.055390034,0.5639622
894,26OVhEqFDQH0Ij77QtmGP9,YES or YES,TWICE,Happy,0.014549912,0.2914403,0.6754604,0.018549299
895,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,Calm,0.57092196,0.018896477,0.00998087,0.40020064
896,28SW36Bv0nTie4UsDeGXD7,Stressed Out,Tiko,Happy,0.04447219,0.13468502,0.78978366,0.031059219
897,4hbU7BVioG3WnoRNEy5YUf,Kitsch,IVE,Energetic,0.045991883,0.55712086,0.35814843,0.03873883
898,35YaQjI2ytws9DtjiZEKSB,My Boo,Various Ar,Happy,0.17291567,0.19055636,0.42885673,0.20767121
899,1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,Energetic,0.109254874,0.4889487,0.2951044,0.10669193
900,1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),DJ Snake,Happy,0.18517391,0.1728941,0.4247535,0.21717846
901,5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,Happy,0.03717829,0.14777826,0.77017504,0.04486839
902,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,Happy,0.103571825,0.34663194,0.37055424,0.17924204
903,1839RWzPRZCVgvamu4sHSN,All My Love (feat. Conor Maynard),Cash Cash,Energetic,0.03837512,0.70452684,0.17537601,0.08172194
904,5EbX5xL3O2xT8FxCpYzgUO,"How Far I'll Go - From ""Moana""",Alessia Ca,Energetic,0.15296261,0.53684455,0.051555976,0.25863686
905,0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,Mike Posne,Happy,0.045898728,0.2392731,0.6846457,0.030182557
906,4yRiSND7cTKbivGz7wk4Hc,Meraih Bintang,Via Vallen,Happy,0.07935406,0.13393088,0.7419745,0.04474049
907,4YSOlJJoFu4vfZYJUiewl9,Apapun Yang Terjadi,Hindia,Happy,0.10776859,0.14174269,0.6877148,0.062773764
908,45aBsnKRWUzhwbcqOJLwfe,This Is Me,Various Ar,Energetic,0.030826753,0.7787916,0.059035044,0.13134657
909,6tUGlpOv9ZZFaRLADdIMBC,Kembali Ke Awal,Glenn Fred,Sad,0.21205018,0.03211251,0.04032859,0.7155089
910,6NnCWIWV740gP7DQ8kqdIE,Nxde,(G)I-DLE,Energetic,0.028854648,0.50105387,0.44604856,0.024042867
911,7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),Justin Bie,Happy,0.042189352,0.3013928,0.62014246,0.036275398
912,68fBzBoxY5CuaHZNJ4AZFK,Peneman Malam Sepi,OKAAY,Sad,0.15172286,0.17640164,0.2885651,0.38331038
913,3tL82LotUXYZ8bkifLmbie,Fortune Cookie in Love ( Fortune Cookie Yang Mencinta),JKT48,Happy,0.008860075,0.20154427,0.7791633,0.010432424
914,0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,Energetic,0.02646857,0.468167,0.44570538,0.059659224
915,4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eil,Calm,0.845486,0.0097289225,0.0027353985,0.1420497
916,0IGUXY4JbK18bu9oD4mPIm,TOMBOY,(G)I-DLE,Happy,0.02300389,0.41405925,0.54065114,0.022285718
917,45Egmo7icyopuzJN0oMEdk,Love Lies (with Normani),Khalid,Energetic,0.09544444,0.48575678,0.24333933,0.17545943
918,3wC2GeJd3Ar4Wi1u5G7FUR,Gemintang Hatiku,Tiara Andi,Happy,0.034721762,0.10362317,0.8305977,0.031057436
919,4TwVtW8hS5LyLoDtJGpUOg,History,88rising,Calm,0.47210133,0.10667572,0.10532013,0.31590277
920,3NxuezMdSLgt4OwHzBoUhL,Way Back Home,SHAUN,Happy,0.15748158,0.21363702,0.44535422,0.18352717
921,1U1qumuS2O5Qttw8G7UXOZ,Teman Hidup,Tulus,Sad,0.46821067,0.0034260007,0.019420365,0.5089429
922,6ZiSScoPLyeZyIudUBip1V,Anywhere,Rita Ora,Energetic,0.034405246,0.70089626,0.21092694,0.053771492
923,1ZMiCix7XSAbfAJlEZWMCp,Falling,Trevor Dan,Sad,0.21896516,0.008659823,0.0066117905,0.76576316
924,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dr,Energetic,0.168848,0.4378824,0.33106926,0.062200278
925,6xMUMMK64AUpstGjlDvoNn,Sedih Tak Berujung,Glenn Fred,Sad,0.1692079,0.04195104,0.03293809,0.755903
926,3yc3Lyo0iG4eFdq5LAWI0C,Kelana,Tulus,Sad,0.47459382,0.01192725,0.03250449,0.4809744
927,6Mer5b4DMQzkQKN4CoTYpx,Jadi Yang Kuinginkan,Vierra,Happy,0.018682903,0.17177501,0.77834463,0.031197494
928,0aD0wrs2WlqnV3l7VXqlfM,Tega,Tiara Andi,Sad,0.19837357,0.00413382,0.010150986,0.7873416
929,4XPXrcpyNr30Km6aPiflJy,God’s Menu,Stray Kids,Energetic,0.041296527,0.49799776,0.37706208,0.08364369
930,6jRq8gaZhMUyy5RclRPcAf,hot girl bummer,blackbear,Happy,0.13023654,0.16257022,0.6017741,0.105419226
931,563SfWAHJs4FBZMkRN0IFN,Send My Love (To Your New Lover),Adele,Happy,0.10970174,0.27685067,0.47583118,0.13761641
932,7wPlxhTeGIT9tm0pk03vwq,Akhir Cerita Cinta - Ost. Cinta Silver (Re-arrange Version),Glenn Fred,Sad,0.29370826,0.0065377136,0.016159415,0.6835945
933,2Gl0FzuLxflY6nPifJp5Dr,First Time,Kygo,Happy,0.1260134,0.17684966,0.6192932,0.077843755
934,0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,Energetic,0.04470723,0.6420629,0.24139741,0.07183248
935,1qwgsCJ21RoSi4SXDVUnG8,Money Honey (Count Me In),Dipha Baru,Happy,0.16357782,0.2053905,0.50289565,0.12813613
936,2Jvo9dhwycW9VN8llKjuzc,Cupid (Twin Ver.) - Slowed Down Version,FIFTY FIFT,Happy,0.2158293,0.061247803,0.56856614,0.1543568
937,1mWdTewIgB3gtBM3TOSFhB,Butter,BTS,Happy,0.10081998,0.18138014,0.65788865,0.05991118
938,4EjUFjzi4ErWjklOA3Aslu,Tempo,EXO,Energetic,0.072047226,0.4498929,0.39935553,0.07870433
939,0uG4W1mvsLHMrjOaxbrEqo,Aku Bertahan,Rio Febria,Sad,0.19720119,0.07327908,0.06832149,0.66119814
940,2ZMkjvuOQOD9HLplTDjbTA,XOXO,JEON SOMI,Happy,0.08319245,0.31666633,0.47648305,0.12365811
941,5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,Happy,0.030478153,0.30215305,0.6301757,0.037193168
942,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Deru,Happy,0.028633589,0.21695256,0.7357604,0.01865337
943,1oERlssLrpssCAY6Yqqs6c,Smokin Out The Window,Bruno Mars,Happy,0.042981204,0.09675397,0.8364615,0.023803348
944,21uB15SdGJR4NYprvjInYw,90's Love - SQUAR Remix,NCT,Happy,0.014862689,0.18767884,0.78464746,0.012811088
945,54suAFhsGjOKBhrUedu0pm,Your Song,Rita Ora,Happy,0.046513237,0.08648964,0.8452282,0.021768868
946,2lOlTbC12aCogVwJ8qxsyf,Menari,Rizky Febi,Happy,0.08880989,0.30316386,0.4908012,0.11722515
947,6i5sIqE4lglanzlXXl8gCj,Usai Di Sini,Raisa,Sad,0.32262054,0.002751466,0.018194642,0.6564332
948,7GNRUsU3M4XNDDB9xle5Dz,That That (prod. & feat. SUGA of BTS),PSY,Happy,0.011650896,0.18077038,0.8007047,0.0068739043
949,6tDDoYIxWvMLTdKpjFkc1B,telepatía,Kali Uchis,Happy,0.15384135,0.20470227,0.5246097,0.11684674
950,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Joji,Sad,0.2701037,0.066579334,0.079577744,0.58373916
951,1rRhkSL28ko0rj9k8Gvdlb,Pergi Hilang Dan Lupakan,Remember o,Energetic,0.043249246,0.6260719,0.23065658,0.100022264
952,6dG2zPUOWXk3eMC7Hb3wh3,DUMB DUMB,JEON SOMI,Energetic,0.075160354,0.5470807,0.31840095,0.059357923
953,2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eil,Calm,0.69223857,0.102894776,0.09608638,0.10878029
954,73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,Happy,0.03469022,0.24898776,0.67875737,0.037564613
955,2cld3oOCiFAJRdDxCH85Zd,Suwung,Heyek Crew,Happy,0.100015454,0.083680995,0.742328,0.07397553
956,1kAQQKREO1mXYy2Qy7H9td,Remedi,Tulus,Sad,0.282707,0.039063025,0.07094986,0.60728014
957,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,Energetic,0.10662237,0.5645019,0.17207424,0.15680148
958,0RTzJVkunbGwuRjXDFHnjf,Dreamer,Axwell /\ ,Happy,0.023229625,0.3740317,0.5708211,0.0319175
959,1MDVXlgY8Of2n2otw57hw0,Di Atas Meja,Payung Ted,Sad,0.3751168,0.013834718,0.05554741,0.5555011
960,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Ve,Energetic,0.06527331,0.7049201,0.17904909,0.050757438
961,5thYdqTZJZFtzSR9cXJzwk,Wait a Minute,Pamungkas,Sad,0.20955336,0.13506164,0.12485768,0.5305275
962,3ejAkJLWQSEJDqDXxK3efB,DUN DUN,EVERGLOW,Energetic,0.02751394,0.61827236,0.31851214,0.035701543
963,44tTqUi3xi7E28QLzHVdUA,Anti-Romantic,TOMORROW X,Energetic,0.1651063,0.45576856,0.12603325,0.25309193
964,2cOUlop2ZakjOKe4WinesN,Slow Hands,Niall Hora,Happy,0.0794633,0.11748993,0.77036655,0.032680213
965,5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,Sad,0.2311427,0.026637927,0.21530062,0.52691865
966,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One,Happy,0.04497303,0.32832083,0.587062,0.039644033
967,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malon,Happy,0.06498275,0.39402136,0.4225636,0.118432224
968,00J8yszzb5PR6ZIvSBtg0Y,You Never Know,BLACKPINK,Sad,0.15904184,0.21941128,0.1849929,0.43655398
969,3rR9kTA6mD9LbmsCE0QWEY,Favorite (Vampire),NCT 127,Energetic,0.031285733,0.74985343,0.1185576,0.10030327
970,0iCt5T9w5RLIMtKWgqYH9H,Hargai Cinta,Rizky Febi,Sad,0.32465264,0.1045894,0.18741587,0.38334203
971,0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,Happy,0.020342493,0.22643147,0.7361913,0.017034614
972,2t65pJQA9BpPXehQLkOydo,Lagi Syantik,Siti Badri,Happy,0.15283322,0.22696725,0.53563815,0.08456144
973,0lx2cLdOt3piJbcaXIV74f,willow,Taylor Swi,Sad,0.39482623,0.030988177,0.10149018,0.47269535
974,1lNHWPDvKEbamKezpLq7HW,no song without you,HONNE,Calm,0.5909176,0.02287878,0.28647956,0.099724054
975,6l0Ky2PycJV1Bz88kFeVGL,Capital Letters,Various Ar,Energetic,0.040153243,0.55592066,0.36413005,0.039796107
976,08OPqLv99g8avzmxQepmiw,Besok Mungkin Kita Sampai,Hindia,Happy,0.108541556,0.31203705,0.45094,0.1284814
977,6CdUgvL597jWmW4w8P5kHs,Fine,TAEYEON,Sad,0.10245845,0.21023157,0.13809466,0.5492153
978,1ZycJRpLOazlLcoFGxGROO,Walking in the Wind,One Direct,Happy,0.16006757,0.2394947,0.43173364,0.16870415
979,2S1LebN6AXXQqJolBxlWgO,Earth,Lil Dicky,Happy,0.24798393,0.0719377,0.40063828,0.27944002
980,0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del R,Sad,0.23306112,0.10398833,0.28114325,0.38180733
981,4u2hiASkRpjQdwBIZQS4iF,Tetap Untukmu,Various Ar,Sad,0.23745233,0.012484654,0.016491473,0.73357147
982,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),DaBaby,Energetic,0.20975119,0.34755397,0.3344185,0.108276315
983,5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Gra,Energetic,0.06774538,0.58512306,0.19099641,0.1561352
984,2Pp9osgyIcw6o1avfDDDhH,Forever Young,BLACKPINK,Energetic,0.016625557,0.59356666,0.36540318,0.024404693
985,2rGGLCSkv9ISfH64KSYFBj,Cahaya,Tulus,Sad,0.44809362,0.012245207,0.06973922,0.46992195
986,1rvMhV6FQggO28NYyxfV0G,Kepada Noor,Panji Sakt,Sad,0.2863787,0.0033920568,0.011799988,0.69842917
987,2FWyJIT0gL2G3xWVQ9Id5f,Waste It On Me,Steve Aoki,Happy,0.15926863,0.26539183,0.35447517,0.22086433
988,3Qj2f7BrpJNGj3dbxKpOlp,California (feat. Warren Hue),88rising,Sad,0.24809521,0.077254094,0.121569686,0.553081
989,0AS63m1wHv9n4VVRizK6Hc,Mercy,Shawn Mend,Energetic,0.078892715,0.4984378,0.24641652,0.176253
990,0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rod,Happy,0.11698119,0.18379547,0.5714413,0.12778197
991,5EAfUqytXYbH0yUZR3QGli,Never Goodbye,NCT DREAM,Happy,0.20205492,0.19586399,0.42794126,0.17413986
992,35xF6iKiyjohKJgg7dntw4,Meant 2 Be,Shakira Ja,Sad,0.20270531,0.007257311,0.013263049,0.77677435
993,26YSv4NFDACPUKGX5Aj079,What You Waiting For,JEON SOMI,Happy,0.04005705,0.15627764,0.7774533,0.026212057
994,7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cab,Happy,0.104481265,0.1759531,0.6472023,0.072363354
995,3FPlY1uqTe1oFfIgI0BnoA,Beranjak Dewasa,Nadin Amiz,Sad,0.23719144,0.053544704,0.02332417,0.6859396
996,4JWbH50WabthGhmtduR8b9,ON (Feat. Sia),BTS,Energetic,0.05384214,0.58351666,0.27950698,0.08313426
997,7JFFMicliyVArHQgwEqVBS,Alexandra,Reality Cl,Sad,0.15642029,0.011527752,0.011315857,0.82073605
998,7uP1XTPVEI40AZGVKNzITm,Sang Penggoda,Tata Janee,Sad,0.17037453,0.014705062,0.017736768,0.7971836
999,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,Happy,0.022039698,0.34941956,0.6007122,0.027828591
1000,1AZjCZSGEjlxUufFQwSszF,Wild Flower (with youjeen),RM,Energetic,0.034938034,0.588702,0.2981755,0.078184485
1001,20R4HfKloPKgXDqU7UKk3x,Therefore I Am,Billie Eil,Calm,0.48063844,0.08033868,0.3355682,0.103454635
1002,71ck7QnubXzGGj3hE49dvk,One Only - Acoustic,Pamungkas,Happy,0.14856479,0.2312026,0.34262094,0.2776117
1003,3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Bruno Mars,Happy,0.0124467835,0.113551065,0.8658207,0.008181539
1004,6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),Calvin Har,Happy,0.1815254,0.22540767,0.33922997,0.253837
1005,6IcVM9iHTsX4sm0Xj54MBF,Running,Gaho,Happy,0.03779061,0.30932972,0.577697,0.075182706
1006,547FlcnWWGVMFWk8rjYnFu,Kemarin,Seventeen,Sad,0.12861356,0.25636476,0.11047671,0.504545
1007,2W779g2UrRZtVdf3FcEOO1,In My Mind,Lyn Lapid,Sad,0.30954522,0.007933137,0.016004106,0.6665175
1008,1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styl,Happy,0.048038527,0.08636295,0.8277251,0.0378734
1009,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harm,Happy,0.11195329,0.24725814,0.557105,0.083683625
1010,7mpdNiaQvygj2rHoxkzMfa,Bite Me,ENHYPEN,Happy,0.111554734,0.26211834,0.56382424,0.06250281
1011,5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Megan Thee,Energetic,0.092582524,0.44192898,0.44000202,0.02548643
1012,2shyarF21wZvWew00TdaP3,Rose - English Version,D.O.,Happy,0.2713217,0.100676745,0.40145776,0.2265437
1013,1e8J3XClxZbFmvIHLI8CE4,IDOL,BTS,Energetic,0.031159058,0.69149965,0.2438727,0.03346859
1014,7fK67sqtMcZn9nbMYnJKxn,Kalau Bosan,Lyodra,Sad,0.18017252,0.041599914,0.04663535,0.73159224
1015,77pshax1mObVWgL4sTp2V4,So In Love,Marion Jol,Happy,0.26715353,0.19728376,0.28235987,0.2532028
1016,7eVu7FI02cTicLEgVtUvwF,ZOO,SMTOWN,Energetic,0.038432676,0.5050735,0.43272153,0.023772359
1017,3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chains,Energetic,0.06357951,0.60759836,0.25875324,0.07006878
1018,6ZtiywT2Qm50a1uR0jlY35,"Sit Still, Look Pretty",Daya,Happy,0.13206449,0.18460803,0.61005104,0.07327646
1019,5ZpIsCmJtMAyTvz8Z3bGXX,There's No Way,Lauv,Sad,0.27381873,0.14325587,0.12154573,0.4613796
1020,0M5sLa1Nm2WLVhHy0InNZu,Karna Su Sayang (Acoustic Version),AVIWKILA,Sad,0.2943671,0.008107271,0.036986645,0.660539
1021,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,Alessia Ca,Energetic,0.037349306,0.6598215,0.2201261,0.082703054
1022,1VTjpFsZhnKvEgZhlzPIzb,Ramai Sepi Bersama,Hindia,Happy,0.036486812,0.2779955,0.6478932,0.037624523
1023,0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dr,Happy,0.046306264,0.36999956,0.5531235,0.030570721
1024,4TPIAnmVnouoZuwB6blHWl,Si Lemah,RAN,Energetic,0.15612654,0.30695185,0.28321674,0.2537047
1025,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At ,Happy,0.026010023,0.29728982,0.6514357,0.025264436
1026,2vgUijXOTRMnWXDtvgMp2b,Take My Breath,The Weeknd,Energetic,0.054942783,0.58987814,0.2770067,0.078172415
1027,1rbjic9uKr1p6nxnjLDHN6,Do You Love Me,Stephanie ,Sad,0.33873072,0.034949295,0.28352356,0.34279647
1028,3jK5ndIlxMK3rN0gjlfkzh,Anganku Anganmu,Raisa,Sad,0.110662445,0.25052056,0.114917405,0.5238996
1029,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,Energetic,0.019370398,0.7284093,0.22400057,0.028219787
1030,1I2MEjnS9c4OPMnKWbIuYs,Hard to Love,BLACKPINK,Energetic,0.052763306,0.4973397,0.38869175,0.061205193
1031,2mgzUVvDpb1zMSB4glLQ6T,Life's Too Short (English Version),aespa,Energetic,0.10960633,0.46807954,0.3596937,0.062620506
1032,0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,Happy,0.012749857,0.1175272,0.85190207,0.017820792
1033,1SxqqC1aQ8JiLyfMrHYmnF,I LOVE YOU,TREASURE,Energetic,0.072074816,0.5208118,0.32222492,0.08488844
1034,6kKC35sKUh2FUx4M0qAL44,Candy,NCT DREAM,Happy,0.06046164,0.29101416,0.53666216,0.11186208
1035,5TeDIQrpwWtLWaFfzLH0hh,시작,Gaho,Happy,0.047410518,0.38261414,0.51007885,0.05989657
1036,75ls0gurX68lUmMjE7QcsE,all the kids are depressed,Jeremy Zuc,Calm,0.4739511,0.0076737255,0.0942849,0.42409027
1037,1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swi,Sad,0.25751147,0.118503354,0.249957,0.37402824
1038,5WvAo7DNuPRmk4APhdPzi8,No Brainer,DJ Khaled,Energetic,0.06911126,0.49674875,0.3936982,0.04044187
1039,2alc8VZAzDgdAsL2QMk3hu,Skechers,DripReport,Calm,0.49990273,0.10500861,0.07796239,0.3171262
1040,12NJunsYai7rMT0kM3E8GV,I Still Love You (Acoustic Version),TheOvertun,Sad,0.29358682,0.0068537216,0.011060317,0.68849903
1041,0lbtRkC7Bs9aR3ZYvtZydi,Good Person (2022),HAECHAN,Sad,0.3461999,0.022167835,0.06341958,0.5682126
1042,7CAdT0HdiQNlt1C7xk2hep,Stay Alive (Prod. SUGA of BTS),Jung Kook,Happy,0.08847608,0.3335983,0.40090078,0.17702489
1043,2DwUdMJ5uxv20EhAildreg,Cookie,NewJeans,Happy,0.06501607,0.27417058,0.5924939,0.06831936
1044,2NlTOhsAamXOaZciOXbITb,Cold (feat. Future),Maroon 5,Energetic,0.105582476,0.5000358,0.3029087,0.091472976
1045,2QWP8NYYplOqEFBYGCcq0S,Rain,The Script,Happy,0.19931579,0.17509595,0.48763338,0.13795492
1046,1EMcc3U2s0NQjfWsdQNZ3G,Denting,Melly Goes,Sad,0.3716294,0.0043920153,0.009755585,0.614223
1047,4ZG4aqyBvKk3V3yZBoLToK,Sulung,Kunto Aji,Sad,0.36526892,0.0057899468,0.021776078,0.60716504
1048,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Sco,Energetic,0.06947566,0.6749858,0.20706546,0.048473086
1049,3wgsNf9cC9z3OOrCWzQZNN,Setengah Hati,Ada Band,Energetic,0.10010087,0.39391056,0.19766672,0.30832186
1050,15ahYSiHAIMxAnujlXVtta,Super Far,LANY,Happy,0.21969306,0.31232002,0.31624332,0.15174362
1051,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Sad,0.20564082,0.0967758,0.15573736,0.541846
1052,7ivFVBVYH5akFOtOAyeJ4j,Serenata Jiwa Lara,Diskoria,Happy,0.23010047,0.072845384,0.6660297,0.03102438
1053,7fK0csBoqbcgUuWGV0cpoD,Obsession,EXO,Happy,0.030339282,0.25708944,0.68122154,0.031349678
1054,4By48hpAtUx7F7F1yxvwvm,Entertainer,ZAYN,Sad,0.23090383,0.09636943,0.21606459,0.45666215
1055,0yyRL7Rxr4oJ6uI7DYe2OT,Desember,Efek Rumah,Sad,0.28880125,0.059659958,0.05754867,0.5939901
1056,63tUGwq0yrWE6FVemfPps9,Cinta Ini Membunuhku,D’MASIV,Energetic,0.07378446,0.42204556,0.25366476,0.25050512
